strength,dexterity,fighting,shieldsSkill,armourSkill,armourEncumb,shieldPenalty,species size,weap1 damage,w1 base delay,w1 min delay,w1 total slaying,brand,w1 ranged?,weap2 damage,w2 base delay,w2 min delay,w2 total slaying,w2 brand,w2 ranged?,,,Authorisation:,https://yagisanatode.com/2020/08/17/running-google-apps-script-for-the-first-time-whats-with-all-the-warnings/,,,,,,,,,,
eldritch tentacle,16,1200,13,0,120,1.283697789,1.277192564,1.28131311,1.277362056,1.273045264,1.265986447,1.258426391,1.249389161,1.240073224,1.22948086,1.218395841,1.205980571,1.192810786,1.178361312,1.1625896,1.145640879,1.126901149,1.10657889,1.084087996,1.006456857,0.9287170757,0.9284500677,0.9280924646,0.9278796401,0.9276709003,0.9278880306,0.9269561772,0.9265002142
eldritch tentacle segment,16,1200,13,0,120,1.283697789,1.277192564,1.28131311,1.277362056,1.273045264,1.265986447,1.258426391,1.249389161,1.240073224,1.22948086,1.218395841,1.205980571,1.192810786,1.178361312,1.1625896,1.145640879,1.126901149,1.10657889,1.084087996,1.006456857,0.9287170757,0.9284500677,0.9280924646,0.9278796401,0.9276709003,0.9278880306,0.9269561772,0.9265002142
dire elephant,15,1125,13,2,112.5,1.283697789,1.277192564,1.28131311,1.277362056,1.273045264,1.265986447,1.258426391,1.249389161,1.240073224,1.22948086,1.218395841,1.205980571,1.192810786,1.178361312,1.1625896,1.145640879,1.126901149,1.10657889,1.084087996,1.006456857,0.9287170757,0.9284500677,0.9280924646,0.9278796401,0.9276709003,0.9278880306,0.9269561772,0.9265002142
Orb Guardian,15,825,13,13,82.5,1.283697789,1.277192564,1.28131311,1.277362056,1.273045264,1.265986447,1.258426391,1.249389161,1.240073224,1.22948086,1.218395841,1.205980571,1.192810786,1.178361312,1.1625896,1.145640879,1.126901149,1.10657889,1.084087996,1.006456857,0.9287170757,0.9284500677,0.9280924646,0.9278796401,0.9276709003,0.9278880306,0.9269561772,0.9265002142
storm dragon,14,1050,13,10,105,1.283697789,1.277192564,1.28131311,1.277362056,1.273045264,1.265986447,1.258426391,1.249389161,1.240073224,1.22948086,1.218395841,1.205980571,1.192810786,1.178361312,1.1625896,1.145640879,1.126901149,1.10657889,1.084087996,1.006456857,0.9287170757,0.9284500677,0.9280924646,0.9278796401,0.9276709003,0.9278880306,0.9269561772,0.9265002142
shambling mangrove,13,910,13,3,91,1.283697789,1.277192564,1.28131311,1.277362056,1.273045264,1.265986447,1.258426391,1.249389161,1.240073224,1.22948086,1.218395841,1.205980571,1.192810786,1.178361312,1.1625896,1.145640879,1.126901149,1.10657889,1.084087996,1.006456857,0.9287170757,0.9284500677,0.9280924646,0.9278796401,0.9276709003,0.9278880306,0.9269561772,0.9265002142
radroach,12,800,13,5,80,1.283697789,1.277192564,1.28131311,1.277362056,1.273045264,1.265986447,1.258426391,1.249389161,1.240073224,1.22948086,1.218395841,1.205980571,1.192810786,1.178361312,1.1625896,1.145640879,1.126901149,1.10657889,1.084087996,1.006456857,0.9287170757,0.9284500677,0.9280924646,0.9278796401,0.9276709003,0.9278880306,0.9269561772,0.9265002142
lightning spire,3,210,13,3,21,1.283697789,1.277192564,1.28131311,1.277362056,1.273045264,1.265986447,1.258426391,1.249389161,1.240073224,1.22948086,1.218395841,1.205980571,1.192810786,1.178361312,1.1625896,1.145640879,1.126901149,1.10657889,1.084087996,1.006456857,0.9287170757,0.9284500677,0.9280924646,0.9278796401,0.9276709003,0.9278880306,0.9269561772,0.9265002142
Boris,22,1540,12,10,154,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
Tzitzimitl,22,1050,12,16,105,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
strange machine,21,900,12,1,90,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
stone giant,16,880,12,2,88,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
eidolon,13,715,12,10,71.5,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
deep troll earth mage,12,480,12,10,48,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
obsidian statue,10,700,12,1,70,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
draconian shifter,16,960,1,6,96,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
vault warden,16,880,1,13,88,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
draconian annihilator,16,800,1,0,80,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
draconian scorcher,16,800,1,2,80,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
quicksilver elemental,16,800,1,20,80,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
orange crystal statue,10,700,12,1,70,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
eye of devastation,10,550,12,1,55,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
phantasmal warrior,9,495,12,10,49.5,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
diamond obelisk,8,96000,12,1,9600,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
ice statue,8,720,12,1,72,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
statue,8,720,12,1,72,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
freezing wraith,8,440,12,10,44,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
ice devil,8,440,12,10,44,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
worldbinder,8,400,12,4,40,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
tormentor,7,385,12,12,38.5,1.266487578,1.260069567,1.26368228,1.259824612,1.255523993,1.248624395,1.241213137,1.232384457,1.223274374,1.212921971,1.202075847,1.189938087,1.177059078,1.162915756,1.147463671,1.130850796,1.112478046,1.092534452,1.070448818,0.9939025609,0.9172374187,0.9170754495,0.9168293244,0.9167238904,0.9166248332,0.9169233514,0.9161223853,0.9157678253
cacodemon,13,975,11,10,97.5,1.248888811,1.242559982,1.245697436,1.241963532,1.237732957,1.231031821,1.223814707,1.215232668,1.206361683,1.196280751,1.185702048,1.173865666,1.161297571,1.147477677,1.132359977,1.116094618,1.098098648,1.078542027,1.056868683,0.9814103158,0.905820154,0.905768155,0.9056378891,0.9056431678,0.9056556859,0.9060382149,0.9053701524,0.9051196831
steelbarb worm,10,690,11,7,69,1.248888811,1.242559982,1.245697436,1.241963532,1.237732957,1.231031821,1.223814707,1.215232668,1.206361683,1.196280751,1.185702048,1.173865666,1.161297571,1.147477677,1.132359977,1.116094618,1.098098648,1.078542027,1.056868683,0.9814103158,0.905820154,0.905768155,0.9056378891,0.9056431678,0.9056556859,0.9060382149,0.9053701524,0.9051196831
apocalypse crab,8,520,11,6,52,1.248888811,1.242559982,1.245697436,1.241963532,1.237732957,1.231031821,1.223814707,1.215232668,1.206361683,1.196280751,1.185702048,1.173865666,1.161297571,1.147477677,1.132359977,1.116094618,1.098098648,1.078542027,1.056868683,0.9814103158,0.905820154,0.905768155,0.9056378891,0.9056431678,0.9056556859,0.9060382149,0.9053701524,0.9051196831
seraph,25,2125,10,20,212.5,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Josephina,21,1500,10,21,150,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Killer Klown,20,1500,10,15,150,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
titan,20,1100,10,3,110,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
walking divine tome,20,1000,10,5,100,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
walking frostbound tome,20,1000,10,10,100,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
lich,20,800,10,10,80,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Lom Lobon,19,3895,10,20,389.5,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Ereshkigal,18,3510,10,30,351,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Ignacio,18,2520,10,15,252,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Khufu,18,2430,10,6,243,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Jory,18,1800,10,15,180,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
profane servitor,18,1530,10,20,153,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Mara,18,1440,10,14,144,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
pearl dragon,18,1170,10,15,117,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
Mnoleg,17,3485,10,25,348.5,1.231174204,1.224935146,1.227629539,1.224028781,1.219905443,1.213426619,1.206429606,1.198117398,1.189505271,1.179712669,1.1694172,1.157895439,1.145647795,1.132160179,1.117385012,1.101473127,1.083858079,1.064690877,1.04343133,0.9690540843,0.8945304815,0.8945906989,0.8945779452,0.8946945907,0.894818237,0.8952852973,0.8947495271,0.8946034805
the Enchantress,15,975,1,30,97.5,1.095060875,1.08951158,1.089468986,1.086472867,1.083183513,1.078411379,1.073140132,1.066883686,1.060246728,1.052653145,1.044496354,1.035344581,1.025459321,1.01445512,1.002266952,0.9889796436,0.9741950054,0.9579234654,0.9397559224,0.8736167398,0.8072354513,0.8080747385,0.8088599633,0.8097178282,0.8105684373,0.8115882755,0.8119862819,0.8125850717
